GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
100506365	9.87e-01	9.28e-01	0.344	0.0901977	0.03103238	260.25	OTUD6B-AS1	OTUD6B antisense RNA 1 (head to head)
9960	9.87e-01	9.28e-01	0.1592	-0.090135	-0.01434996	3333.44	USP3	ubiquitin specific peptidase 3
9374	9.87e-01	9.28e-01	0.5488	-0.0899448	-0.04935931	37.71	PPT2	palmitoyl-protein thioesterase 2
4851	9.87e-01	9.29e-01	0.226	-0.0895132	-0.02022917	628.78	NOTCH1	notch receptor 1
23597	9.87e-01	9.29e-01	0.3596	-0.0895481	-0.03220508	1882.12	ACOT9	acyl-CoA thioesterase 9
23102	9.87e-01	9.29e-01	0.2984	0.0893837	0.02667655	897.41	TBC1D2B	TBC1 domain family member 2B
29108	9.87e-01	9.29e-01	0.2198	0.0891963	0.01960257	1675.79	PYCARD	PYD and CARD domain containing
63929	9.87e-01	9.29e-01	0.2974	0.0892033	0.02652509	116.68	XPNPEP3	X-prolyl aminopeptidase 3
643853	9.87e-01	9.29e-01	0.2127	0.0889473	0.01891938	255.42	TMPPE	transmembrane protein with metallophosphoesterase domain
79691	9.87e-01	9.29e-01	0.5146	0.0886583	0.04562255	526.79	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2
55214	9.87e-01	9.29e-01	1.5611	0.0886204	0.13834245	14.99	P3H2	prolyl 3-hydroxylase 2
158431	9.87e-01	9.29e-01	0.68	0.0885276	0.06020094	25.77	ZNF782	zinc finger protein 782
55719	9.87e-01	9.30e-01	0.3165	0.0884544	0.02799157	629.93	SLF2	SMC5-SMC6 complex localization factor 2
113622	9.87e-01	9.29e-01	1.1125	0.088475	0.09842873	8.43	ADPRHL1	ADP-ribosylhydrolase like 1
23729	9.87e-01	9.29e-01	0.4509	-0.0886438	-0.0399683	227.75	SHPK	sedoheptulokinase
1145	9.87e-01	9.29e-01	1.0252	0.0886718	0.09090264	292.23	CHRNE	cholinergic receptor nicotinic epsilon subunit
1429	9.87e-01	9.30e-01	0.3707	-0.087446	-0.03241909	243.03	CRYZ	crystallin zeta
51300	9.87e-01	9.30e-01	0.1408	-0.0876064	-0.01233684	1170.44	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1
55153	9.87e-01	9.30e-01	0.4266	0.0874189	0.03729009	632.8	SDAD1	SDA1 domain containing 1
10898	9.87e-01	9.30e-01	0.2845	-0.0874728	-0.02488425	249.18	CPSF4	cleavage and polyadenylation specific factor 4
6840	9.87e-01	9.30e-01	0.3483	0.0876176	0.0305194	695.73	SVIL	supervillin
144717	9.87e-01	9.30e-01	0.3586	0.0875741	0.03140373	190.65	PHETA1	PH domain containing endocytic trafficking adaptor 1
390980	9.87e-01	9.30e-01	0.6852	-0.0878803	-0.06021369	137.86	ZNF805	zinc finger protein 805
192670	9.87e-01	9.30e-01	0.2959	0.0873264	0.02583893	2422.5	AGO4	argonaute RISC component 4
55629	9.87e-01	9.34e-01	0.3514	0.0827288	0.0290725	3259.47	PNRC2	proline rich nuclear receptor coactivator 2
112950	9.87e-01	9.34e-01	0.2956	-0.083411	-0.02465954	885.69	MED8	mediator complex subunit 8
2946	9.87e-01	9.32e-01	0.5679	0.0851404	0.04835257	78.17	GSTM2	glutathione S-transferase mu 2
55924	9.87e-01	9.33e-01	0.4337	0.0841988	0.03652059	151.04	INKA2	inka box actin regulator 2
9673	9.87e-01	9.32e-01	0.3936	-0.0858279	-0.03378386	1137.74	SLC25A44	solute carrier family 25 member 44
107985361	9.87e-01	9.34e-01	0.4856	0.0831241	0.0403644	10.36	LOC107985361	uncharacterized LOC107985361
54465	9.87e-01	9.31e-01	0.7739	-0.0866836	-0.06708722	91.68	ETAA1	ETAA1 activator of ATR kinase
22934	9.87e-01	9.32e-01	0.2475	-0.0851367	-0.0210737	794.73	RPIA	ribose 5-phosphate isomerase A
100303491	9.87e-01	9.32e-01	0.4258	-0.0848075	-0.03611421	243.9	ZEB2-AS1	ZEB2 antisense RNA 1
129401	9.87e-01	9.31e-01	0.4055	0.0867501	0.03518037	78.52	NUP35	nucleoporin 35
101927795	9.87e-01	9.32e-01	0.3549	-0.0850475	-0.030182	90.43	BZW1-AS1	BZW1 antisense RNA 1
7341	9.87e-01	9.33e-01	0.1243	0.0836474	0.01039639	2248.77	SUMO1	small ubiquitin like modifier 1
84522	9.87e-01	9.33e-01	0.3836	0.0843317	0.0323492	461.31	JAGN1	jagunal homolog 1
107986126	9.87e-01	9.32e-01	0.5707	-0.085841	-0.04898678	69.32	LOC107986126	uncharacterized LOC107986126
84002	9.87e-01	9.31e-01	1.0856	-0.0864511	-0.09385518	3107.5	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
348793	9.87e-01	9.33e-01	0.6991	-0.0837485	-0.05854828	133.84	WDR53	WD repeat domain 53
100130872	9.87e-01	9.33e-01	0.8309	-0.0834967	-0.06938063	11.87	LOC100130872	uncharacterized LOC100130872
54969	9.87e-01	9.32e-01	0.2774	0.0849594	0.02356492	257.19	HPF1	histone PARylation factor 1
54463	9.87e-01	9.32e-01	0.4115	-0.0848775	-0.03492677	184.13	RETREG1	reticulophagy regulator 1
5924	9.87e-01	9.32e-01	1.7373	0.0859059	0.14924339	6.2	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2
57176	9.87e-01	9.32e-01	0.4041	0.0856836	0.03462683	215.22	VARS2	valyl-tRNA synthetase 2, mitochondrial
11104	9.87e-01	9.33e-01	0.1391	0.0838751	0.01166687	409.47	KATNA1	katanin catalytic subunit A1
5814	9.87e-01	9.33e-01	0.7675	0.0843292	0.06471885	2033.66	PURB	purine rich element binding protein B
55246	9.87e-01	9.33e-01	0.238	-0.0837735	-0.01993921	249.68	CCDC25	coiled-coil domain containing 25
9833	9.87e-01	9.31e-01	1.1029	-0.0867453	-0.09566867	78.46	MELK	maternal embryonic leucine zipper kinase
79269	9.87e-01	9.32e-01	0.2325	-0.0854298	-0.01985863	628.13	DCAF10	DDB1 and CUL4 associated factor 10
23230	9.87e-01	9.33e-01	0.502	-0.0843526	-0.04234853	54.38	VPS13A	vacuolar protein sorting 13 homolog A
57864	9.87e-01	9.31e-01	0.6897	-0.0865643	-0.05970533	780.79	SLC46A2	solute carrier family 46 member 2
29085	9.87e-01	9.34e-01	0.2153	0.0828729	0.01784101	773.65	PHPT1	phosphohistidine phosphatase 1
100421577	9.87e-01	9.31e-01	0.327	0.0864474	0.0282682	31.54	FAM21EP	family with sequence similarity 21, member A pseudogene
84858	9.87e-01	9.33e-01	0.4703	-0.0842916	-0.0396402	30.61	ZNF503	zinc finger protein 503
112268058	9.87e-01	9.32e-01	0.3185	-0.0853816	-0.02719826	47.86	LOC112268058	
10196	9.87e-01	9.34e-01	0.2558	0.0828884	0.02120194	253.25	PRMT3	protein arginine methyltransferase 3
5927	9.87e-01	9.34e-01	0.196	-0.0827778	-0.01622509	2530.52	KDM5A	lysine demethylase 5A
107984504	9.87e-01	9.32e-01	0.8875	0.085006	0.07544539	8.71	CPNE8-AS1	CPNE8 antisense RNA 1
10024	9.87e-01	9.31e-01	0.9382	0.0866858	0.08132991	90.14	TROAP	trophinin associated protein
9700	9.87e-01	9.33e-01	0.6889	-0.0842621	-0.0580451	116.59	ESPL1	extra spindle pole bodies like 1, separase
25831	9.87e-01	9.32e-01	0.1613	-0.0847105	-0.01366496	1107.23	HECTD1	HECT domain E3 ubiquitin protein ligase 1
107987206	9.87e-01	9.34e-01	0.4553	-0.082987	-0.03778641	169.04	LOC107987206	replaced by ID 6029
8816	9.87e-01	9.34e-01	0.1939	0.0831438	0.01612379	1166.57	DCAF5	DDB1 and CUL4 associated factor 5
57578	9.87e-01	9.33e-01	0.6748	-0.0838035	-0.0565484	10.09	UNC79	unc-79 homolog, NALCN channel complex subunit
256281	9.87e-01	9.34e-01	0.2025	0.0832274	0.01685419	238.58	NUDT14	nudix hydrolase 14
9493	9.87e-01	9.31e-01	0.4711	0.0865345	0.04076566	218.89	KIF23	kinesin family member 23
60490	9.87e-01	9.33e-01	0.4181	-0.0842769	-0.03523836	339.26	PPCDC	phosphopantothenoylcysteine decarboxylase
64963	9.87e-01	9.32e-01	0.2224	-0.0855268	-0.01901824	517.27	MRPS11	mitochondrial ribosomal protein S11
51388	9.87e-01	9.34e-01	0.3227	0.0827013	0.02668471	303.48	NIP7	nucleolar pre-rRNA processing protein NIP7
9560	9.87e-01	9.33e-01	1.7352	-0.0836981	-0.14523024	7842.19	CCL4L2	C-C motif chemokine ligand 4 like 2
100500827	9.87e-01	9.32e-01	0.5361	0.0848418	0.04548077	13.91	MIR3614	microRNA 3614
8498	9.87e-01	9.31e-01	0.2641	0.0860358	0.02272293	144.24	RANBP3	RAN binding protein 3
7568	9.87e-01	9.32e-01	1.1385	-0.0850379	-0.0968199	26.69	ZNF20	zinc finger protein 20
4854	9.87e-01	9.33e-01	0.988	0.0837567	0.08275203	30.4	NOTCH3	notch receptor 3
79709	9.87e-01	9.31e-01	0.197	-0.0863919	-0.01701783	2986.6	COLGALT1	collagen beta(1-O)galactosyltransferase 1
3191	9.87e-01	9.31e-01	0.3122	0.0859807	0.0268428	815.37	HNRNPL	heterogeneous nuclear ribonucleoprotein L
27180	9.87e-01	9.34e-01	0.2934	0.0833586	0.02445406	3280.16	SIGLEC9	sialic acid binding Ig like lectin 9
101927685	9.87e-01	9.33e-01	0.9395	0.0839384	0.07886131	59.94	HSFX4	heat shock transcription factor family, X-linked member 4
51474	9.87e-01	9.34e-01	0.5803	-0.0825342	-0.04789635	47.53	LIMA1	LIM domain and actin binding 1
6810	9.87e-01	9.34e-01	0.5229	-0.0824939	-0.04313212	950.95	STX4	syntaxin 4
339789	9.87e-01	9.36e-01	1.3069	0.080509	0.10521867	12.56	LINC00299	long intergenic non-protein coding RNA 299
678	9.87e-01	9.35e-01	0.5173	-0.0811647	-0.0419884	14893.49	ZFP36L2	ZFP36 ring finger protein like 2
285331	9.87e-01	9.35e-01	0.4023	-0.081855	-0.03293292	134.59	CCDC66	coiled-coil domain containing 66
79730	9.87e-01	9.36e-01	0.5891	-0.0807572	-0.04757345	55.45	NSUN7	NOP2/Sun RNA methyltransferase family member 7
84273	9.87e-01	9.35e-01	0.3824	0.0809944	0.03097186	339.26	NOA1	nitric oxide associated 1
28966	9.87e-01	9.35e-01	0.394	0.0815233	0.03212031	78.89	SNX24	sorting nexin 24
89122	9.87e-01	9.35e-01	0.3762	-0.082157	-0.03090703	685.33	TRIM4	tripartite motif containing 4
7036	9.87e-01	9.36e-01	1.1835	0.080575	0.0953595	50.15	TFR2	transferrin receptor 2
23513	9.87e-01	9.35e-01	0.3065	0.0809303	0.02480845	197.46	SCRIB	scribble planar cell polarity protein
55958	9.87e-01	9.35e-01	0.3454	-0.0814828	-0.02814625	735.18	KLHL9	kelch like family member 9
8555	9.87e-01	9.35e-01	1.2906	0.081955	0.10577374	28.13	CDC14B	cell division cycle 14B
83549	9.87e-01	9.35e-01	0.4431	0.0812413	0.03600207	357.73	UCK1	uridine-cytidine kinase 1
64210	9.87e-01	9.36e-01	0.2747	-0.0806956	-0.02216928	747.28	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
79720	9.87e-01	9.35e-01	0.5466	-0.0815241	-0.04455864	1342.73	VPS37B	VPS37B subunit of ESCRT-I
161424	9.87e-01	9.35e-01	0.2938	0.0812064	0.02385654	887.32	NOP9	NOP9 nucleolar protein
55505	9.87e-01	9.36e-01	0.2735	-0.0806596	-0.02206361	1769.88	NOP10	NOP10 ribonucleoprotein
51495	9.87e-01	9.36e-01	0.262	0.0806697	0.02113802	394.85	HACD3	3-hydroxyacyl-CoA dehydratase 3
100874058	9.87e-01	9.35e-01	0.4594	-0.0810387	-0.03723319	47.37	COX10-DT	COX10 divergent transcript
58513	9.87e-01	9.35e-01	0.2861	-0.0821486	-0.0235017	521.76	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1
388559	9.87e-01	9.35e-01	0.7952	-0.0816779	-0.0649481	70.24	ZNF888	zinc finger protein 888
170487	9.87e-01	9.35e-01	1.326	0.0812465	0.10773047	37.99	ACTL10	actin like 10
54915	9.87e-01	9.35e-01	0.2396	-0.0816101	-0.01955732	1419.31	YTHDF1	YTH N6-methyladenosine RNA binding protein 1
7494	9.87e-01	9.35e-01	0.5776	-0.0815153	-0.04708604	11353.06	XBP1	X-box binding protein 1
1435	9.88e-01	9.36e-01	0.9645	0.0800706	0.07722526	103.69	CSF1	colony stimulating factor 1
55781	9.88e-01	9.36e-01	0.4607	-0.0799136	-0.03681999	368.58	RIOK2	RIO kinase 2
90933	9.88e-01	9.37e-01	0.4657	0.079541	0.03703978	22.12	TRIM41	tripartite motif containing 41
105369352	9.88e-01	9.37e-01	0.7947	-0.0796402	-0.06329247	10.79	KLC2-AS1	KLC2 antisense RNA 1
8493	9.88e-01	9.36e-01	0.2692	-0.0798129	-0.02148748	750.89	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D
147841	9.88e-01	9.36e-01	0.9556	0.0797371	0.07619413	26.47	SPC24	SPC24 component of NDC80 kinetochore complex
79171	9.88e-01	9.37e-01	0.17	0.0795016	0.01351661	1165.34	RBM42	RNA binding motif protein 42
5326	9.88e-01	9.36e-01	0.4664	0.0798621	0.0372439	2006.83	PLAGL2	PLAG1 like zinc finger 2
100422894	9.88e-01	9.37e-01	1.6559	-0.0791585	-0.13107515	12.37	MIR4260	microRNA 4260
6683	9.88e-01	9.37e-01	0.208	-0.0790013	-0.0164302	575.26	SPAST	spastin
56925	9.88e-01	9.37e-01	0.3765	-0.0785525	-0.02957689	84.14	LXN	latexin
26272	9.88e-01	9.37e-01	0.2495	0.078987	0.01970859	327.3	FBXO4	F-box protein 4
54435	9.88e-01	9.37e-01	2.4007	0.0784582	0.18835488	40.12	HCG4	HLA complex group 4
105375215	9.88e-01	9.37e-01	0.6222	-0.0790351	-0.04917644	12.47	FKBP14-AS1	FKBP14 antisense RNA 1
643641	9.88e-01	9.37e-01	0.4533	0.0785737	0.03561888	120.47	ZNF862	zinc finger protein 862
23484	9.88e-01	9.37e-01	0.2863	0.0785121	0.02248179	1798.69	LEPROTL1	leptin receptor overlapping transcript like 1
9743	9.88e-01	9.37e-01	0.3437	-0.0791008	-0.02718819	116.46	ARHGAP32	Rho GTPase activating protein 32
5827	9.88e-01	9.37e-01	0.409	-0.0784194	-0.03207228	70.51	PXMP2	peroxisomal membrane protein 2
107985284	9.88e-01	9.37e-01	0.5222	-0.0788507	-0.041179	10.39	LOC107985284	uncharacterized LOC107985284
284349	9.88e-01	9.38e-01	0.7812	-0.0784058	-0.06125384	58.73	ZNF283	zinc finger protein 283
90321	9.88e-01	9.37e-01	0.6393	0.078417	0.05013165	290.2	ZNF766	zinc finger protein 766
249	9.88e-01	9.38e-01	1.095	0.0778655	0.08526469	31.36	ALPL	alkaline phosphatase, biomineralization associated
23432	9.88e-01	9.38e-01	0.9696	0.0774428	0.07508915	17.09	GPR161	G protein-coupled receptor 161
51161	9.88e-01	9.38e-01	0.7037	-0.078007	-0.05489276	23.76	C3orf18	chromosome 3 open reading frame 18
401106	9.88e-01	9.38e-01	1.5223	0.077362	0.117771	237.88	ATP13A3-DT	ATP13A3 divergent transcript
100885776	9.88e-01	9.38e-01	0.6854	-0.0774404	-0.05307526	22.85	UGDH-AS1	UGDH antisense RNA 1
340385	9.88e-01	9.38e-01	0.7737	-0.0776514	-0.06007735	25.65	ZNF517	zinc finger protein 517
105369804	9.88e-01	9.38e-01	1.5812	0.0780474	0.12340816	9.9	RASSF3-DT	RASSF3 divergent transcript
102659353	9.88e-01	9.38e-01	0.3783	0.0774869	0.02930945	130.98	THRIL	TNF and HNRNPL related immunoregulatory long non-coding RNA
7637	9.88e-01	9.38e-01	0.486	0.0781433	0.03798038	123.15	ZNF84	zinc finger protein 84
25942	9.88e-01	9.38e-01	0.2461	-0.077745	-0.01913545	611.73	SIN3A	SIN3 transcription regulator family member A
146540	9.88e-01	9.38e-01	0.6952	-0.0782686	-0.05440955	58.17	ZNF785	zinc finger protein 785
55851	9.88e-01	9.38e-01	0.1998	0.0778918	0.01556545	703.8	PSENEN	presenilin enhancer, gamma-secretase subunit
25973	9.88e-01	9.39e-01	1.3744	-0.0765753	-0.10524487	44.04	PARS2	prolyl-tRNA synthetase 2, mitochondrial
116461	9.88e-01	9.39e-01	0.2003	-0.0767584	-0.01537619	476.38	TSEN15	tRNA splicing endonuclease subunit 15
100526794	9.88e-01	9.39e-01	0.5508	-0.0764497	-0.04211126	85.44	NT5C1B-RDH14	NT5C1B-RDH14 readthrough
50618	9.88e-01	9.39e-01	0.1607	-0.0765237	-0.01230046	2741.72	ITSN2	intersectin 2
9497	9.88e-01	9.38e-01	0.3895	-0.0771609	-0.03005683	357.68	SLC4A7	solute carrier family 4 member 7
3313	9.88e-01	9.39e-01	0.2949	-0.076383	-0.02252463	4867.88	HSPA9	heat shock protein family A (Hsp70) member 9
83451	9.88e-01	9.39e-01	0.3619	-0.0766177	-0.0277287	244.26	ABHD11	abhydrolase domain containing 11
83716	9.88e-01	9.39e-01	0.4032	0.076717	0.03093047	3977.71	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
79915	9.88e-01	9.39e-01	0.2746	-0.0767831	-0.02108449	94.3	ATAD5	ATPase family AAA domain containing 5
4784	9.88e-01	9.39e-01	0.6923	0.0768811	0.05322323	40.59	NFIX	nuclear factor I X
107985678	9.88e-01	9.39e-01	0.7244	-0.0768209	-0.05564749	15.89	LOC107985678	
100313892	9.88e-01	9.40e-01	0.7138	-0.0758041	-0.05410659	9.25	MIR761	microRNA 761
27005	9.88e-01	9.40e-01	0.3967	-0.0757039	-0.03003467	408.34	USP21	ubiquitin specific peptidase 21
7745	9.88e-01	9.40e-01	0.3139	-0.0757089	-0.02376588	149.35	ZKSCAN8	zinc finger with KRAB and SCAN domains 8
221264	9.88e-01	9.40e-01	0.3012	-0.0756575	-0.02279082	81.88	AK9	adenylate kinase 9
8395	9.88e-01	9.40e-01	0.8557	0.0755687	0.06466783	27.02	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
5095	9.88e-01	9.40e-01	0.2835	0.0756333	0.02144367	307.55	PCCA	propionyl-CoA carboxylase subunit alpha
118433	9.88e-01	9.40e-01	0.4369	0.0751308	0.03282379	88.49	RPL23AP7	ribosomal protein L23a pseudogene 7
387119	9.88e-01	9.40e-01	0.2326	0.0751979	0.01748826	725.58	CEP85L	centrosomal protein 85 like
6597	9.88e-01	9.40e-01	0.1	0.0752293	0.00752196	1118.61	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
9935	9.88e-01	9.40e-01	0.7001	0.0751331	0.05259735	12404.08	MAFB	MAF bZIP transcription factor B
64925	9.88e-01	9.41e-01	0.6858	0.0743058	0.05095765	11.34	CCDC71	coiled-coil domain containing 71
7884	9.88e-01	9.41e-01	0.167	-0.0744162	-0.01242798	1224.24	SLBP	stem-loop binding protein
401232	9.88e-01	9.41e-01	0.4769	0.0742862	0.03542726	39.31	LINC01011	long intergenic non-protein coding RNA 1011
57082	9.88e-01	9.41e-01	0.7581	-0.0744396	-0.05643398	82.66	KNL1	kinetochore scaffold 1
145748	9.88e-01	9.41e-01	0.211	0.0743179	0.01568191	269.49	LYSMD4	LysM domain containing 4
113540	9.88e-01	9.41e-01	0.4437	-0.0741783	-0.03291012	34.26	CMTM1	CKLF like MARVEL transmembrane domain containing 1
100507246	9.88e-01	9.41e-01	0.5823	0.0741578	0.04318024	1301.07	SNHG16	small nucleolar RNA host gene 16
64753	9.89e-01	9.41e-01	1.1034	-0.073646	-0.08126027	9.49	CCDC136	coiled-coil domain containing 136
56928	9.89e-01	9.41e-01	0.2591	-0.0736274	-0.01907461	386.95	SPPL2B	signal peptide peptidase like 2B
644538	9.89e-01	9.41e-01	0.7602	0.0736577	0.05599489	11.8	SMIM10	small integral membrane protein 10
80219	9.89e-01	9.41e-01	0.4794	0.0734563	0.0352172	1637.33	COQ10B	coenzyme Q10B
100133941	9.89e-01	9.41e-01	1.5898	-0.0734536	-0.11677404	207.41	CD24	CD24 molecule
116113	9.89e-01	9.42e-01	0.2575	-0.0732021	-0.01884747	197.01	FOXP4	forkhead box P4
339500	9.89e-01	9.42e-01	0.4792	-0.0730771	-0.03501698	64.23	ZNF678	zinc finger protein 678
253959	9.89e-01	9.42e-01	0.4129	0.072607	0.02997934	310.94	RALGAPA1	Ral GTPase activating protein catalytic subunit alpha 1
1107	9.89e-01	9.42e-01	0.4712	0.0725382	0.0341783	305.42	CHD3	chromodomain helicase DNA binding protein 3
22868	9.89e-01	9.43e-01	0.2621	-0.0718344	-0.01883002	617.1	FASTKD2	FAST kinase domains 2
10491	9.89e-01	9.43e-01	0.2209	0.071832	0.01587053	3677.67	CRTAP	cartilage associated protein
110599583	9.89e-01	9.43e-01	0.3997	0.0719107	0.02874492	32.58	EEF1AKMT4-ECE2	EEF1AKMT4-ECE2 readthrough
57600	9.89e-01	9.43e-01	0.3284	-0.0719466	-0.0236292	1773.8	FNIP2	folliculin interacting protein 2
2055	9.89e-01	9.43e-01	0.6659	0.0718781	0.04786558	999.14	CLN8	CLN8 transmembrane ER and ERGIC protein
112840	9.89e-01	9.43e-01	0.6732	-0.0720807	-0.04852646	115.01	WDR89	WD repeat domain 89
84266	9.89e-01	9.43e-01	0.1974	0.0720131	0.01421481	308.07	ALKBH7	alkB homolog 7
105374368	9.89e-01	9.43e-01	0.4775	-0.0717463	-0.03425536	36.88	LOC105374368	uncharacterized LOC105374368
56829	9.89e-01	9.43e-01	0.346	0.0714306	0.02471152	2255.59	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
439965	9.89e-01	9.43e-01	0.2419	-0.0713127	-0.01725128	297.05	SHLD2P3	shieldin complex subunit 2 pseudogene 3
120379	9.89e-01	9.43e-01	0.2517	0.0711517	0.01790537	74.29	PIH1D2	PIH1 domain containing 2
78988	9.89e-01	9.43e-01	0.2474	-0.0709998	-0.01756732	651.83	MRPL57	mitochondrial ribosomal protein L57
6029	9.89e-01	9.43e-01	0.4562	-0.0710451	-0.03241335	168.34	RN7SL1	RNA component of signal recognition particle 7SL1
9212	9.89e-01	9.43e-01	0.7353	0.0710579	0.05224737	147.36	AURKB	aurora kinase B
7409	9.89e-01	9.43e-01	0.198	-0.0711074	-0.01407732	1126.97	VAV1	vav guanine nucleotide exchange factor 1
203427	9.89e-01	9.43e-01	0.2632	-0.0712678	-0.01875601	281.01	SLC25A43	solute carrier family 25 member 43
10498	9.89e-01	9.44e-01	0.3252	-0.0708049	-0.02302269	180.21	CARM1	coactivator associated arginine methyltransferase 1
4610	9.90e-01	9.44e-01	0.6974	-0.0704825	-0.04915312	1711.78	MYCL	MYCL proto-oncogene, bHLH transcription factor
11243	9.90e-01	9.44e-01	0.1402	0.0700237	0.00981785	576.71	PMF1	polyamine modulated factor 1
51706	9.90e-01	9.44e-01	0.2943	0.0700851	0.02062481	774.84	CYB5R1	cytochrome b5 reductase 1
79635	9.90e-01	9.44e-01	0.7287	-0.0703137	-0.05123889	41.3	CCDC121	coiled-coil domain containing 121
643155	9.90e-01	9.44e-01	0.3787	-0.0701487	-0.02656733	741.16	SMIM15	small integral membrane protein 15
7314	9.90e-01	9.44e-01	0.2525	-0.0699799	-0.01767278	12745.72	UBB	ubiquitin B
79893	9.90e-01	9.44e-01	0.2622	-0.0700448	-0.0183688	915.98	GGNBP2	gametogenetin binding protein 2
2187	9.90e-01	9.44e-01	0.4484	-0.0700989	-0.03142923	38.49	FANCB	FA complementation group B
9913	9.90e-01	9.45e-01	0.1751	0.0690058	0.01208191	770.71	SUPT7L	SPT7 like, STAGA complex subunit gamma
64172	9.90e-01	9.45e-01	0.7056	0.0695004	0.04903751	43.74	OSGEPL1	O-sialoglycoprotein endopeptidase like 1
6854	9.90e-01	9.45e-01	1.0338	0.0693658	0.07171187	12.34	SYN2	synapsin II
93627	9.90e-01	9.45e-01	0.2999	-0.069015	-0.02069876	488.15	TBCK	TBC1 domain containing kinase
27342	9.90e-01	9.45e-01	1.0681	0.0695431	0.07428006	5545.89	RABGEF1	RAB guanine nucleotide exchange factor 1
27340	9.90e-01	9.45e-01	0.4371	-0.0691437	-0.03022238	180.01	UTP20	UTP20 small subunit processome component
219402	9.90e-01	9.45e-01	0.2571	0.0691416	0.01777931	654.07	MTIF3	mitochondrial translational initiation factor 3
84705	9.90e-01	9.45e-01	0.384	0.0693297	0.02661978	133.38	GTPBP3	GTP binding protein 3, mitochondrial
80772	9.90e-01	9.47e-01	0.5095	-0.0658768	-0.03356571	191.79	CPTP	ceramide-1-phosphate transfer protein
84196	9.90e-01	9.46e-01	0.1575	-0.0672497	-0.0105945	1500.82	USP48	ubiquitin specific peptidase 48
148741	9.90e-01	9.47e-01	0.6991	0.0670633	0.04688582	84.56	ANKRD35	ankyrin repeat domain 35
83932	9.90e-01	9.46e-01	0.2779	-0.0681778	-0.01894603	285.3	SPRTN	SprT-like N-terminal domain
25885	9.90e-01	9.46e-01	0.3879	-0.0681062	-0.02642172	250.53	POLR1A	RNA polymerase I subunit A
101929356	9.90e-01	9.46e-01	0.668	-0.0675532	-0.0451268	12.84	LOC101929356	
110599588	9.90e-01	9.47e-01	0.3191	0.0669752	0.02136978	80.92	ASDURF	ASNSD1 upstream open reading frame
23200	9.90e-01	9.47e-01	0.3172	-0.0661682	-0.02098535	1543.06	ATP11B	ATPase phospholipid transporting 11B (putative)
200933	9.90e-01	9.45e-01	0.563	-0.0683792	-0.03849769	326.26	FBXO45	F-box protein 45
102723675	9.90e-01	9.47e-01	0.6299	0.0660989	0.04163614	44.01	LOC102723675	uncharacterized LOC102723675
153743	9.90e-01	9.46e-01	0.3265	0.068037	0.02221498	47.11	PPP1R2B	PPP1R2 family member B
340206	9.90e-01	9.47e-01	0.5694	-0.0660141	-0.03759013	34.24	TREML3P	triggering receptor expressed on myeloid cells like 3, pseudogene
60487	9.90e-01	9.47e-01	0.3053	-0.0660634	-0.02017083	81.25	TRMT11	tRNA methyltransferase 11 homolog
51696	9.90e-01	9.47e-01	0.5484	0.0664096	0.03641654	1126.68	HECA	hdc homolog, cell cycle regulator
137964	9.90e-01	9.46e-01	0.3908	-0.0673347	-0.02631217	2860.27	GPAT4	glycerol-3-phosphate acyltransferase 4
6873	9.90e-01	9.47e-01	0.1965	0.0669635	0.01315709	836.96	TAF2	TATA-box binding protein associated factor 2
340371	9.90e-01	9.47e-01	0.3945	0.0663969	0.02619356	108.72	NRBP2	nuclear receptor binding protein 2
2592	9.90e-01	9.46e-01	0.2674	0.0675004	0.01804896	482.34	GALT	galactose-1-phosphate uridylyltransferase
84883	9.90e-01	9.45e-01	0.9711	-0.0685946	-0.0666096	24.45	AIFM2	apoptosis inducing factor mitochondria associated 2
83786	9.90e-01	9.45e-01	0.1868	0.0687906	0.01285212	1342.44	FRMD8	FERM domain containing 8
4296	9.90e-01	9.46e-01	0.1706	0.0678328	0.01157519	1700.45	MAP3K11	mitogen-activated protein kinase kinase kinase 11
79053	9.90e-01	9.46e-01	0.2274	0.0674705	0.01534566	649.88	ALG8	ALG8 alpha-1,3-glucosyltransferase
2230	9.90e-01	9.45e-01	0.2062	-0.0687045	-0.01416346	578.99	FDX1	ferredoxin 1
105370047	9.90e-01	9.47e-01	1.0533	0.0663351	0.06987357	8.13	LOC105370047	uncharacterized LOC105370047
57647	9.90e-01	9.47e-01	0.3712	0.065862	0.02444829	144.61	DHX37	DEAH-box helicase 37
9818	9.90e-01	9.47e-01	0.4082	0.0661842	0.02701491	1799.01	NUP58	nucleoporin 58
